config_id,W_FREE_DAY,W_SLOT_EVE,W_SLOT_DAY,W_WINDSOWS,W_SLOT2,time,final_fitness,total,conflictos,validity
cfg_061,0.1,0.5,0.25,0.5833333333333334,0.7,0.15,43.91666666666664,53.0,0.0,True
cfg_062,0.1,0.5,0.25,0.5833333333333334,0.85,0.16,42.66666666666667,53.0,8.0,True
cfg_063,0.1,0.5,0.25,0.5833333333333334,1.0,0.14,43.91666666666664,53.0,0.0,True
cfg_064,0.1,0.5,0.25,0.6666666666666666,0.1,0.14,43.208333333333314,53.0,0.0,True
cfg_065,0.1,0.5,0.25,0.6666666666666666,0.25,0.14,40.888888888888886,53.0,1.0,True
cfg_066,0.1,0.5,0.25,0.6666666666666666,0.4,0.14,43.208333333333314,53.0,0.0,True
cfg_067,0.1,0.5,0.25,0.6666666666666666,0.5499999999999999,0.14,43.208333333333314,53.0,0.0,True
cfg_068,0.1,0.5,0.25,0.6666666666666666,0.7,0.14,43.208333333333314,53.0,0.0,True
cfg_069,0.1,0.5,0.25,0.6666666666666666,0.85,0.14,42.33333333333333,53.0,8.0,True
cfg_070,0.1,0.5,0.25,0.6666666666666666,1.0,0.15,39.48888888888889,53.0,2.0,True
cfg_071,0.1,0.5,0.25,0.75,0.1,0.14,42.0,53.0,8.0,True
cfg_072,0.1,0.5,0.25,0.75,0.25,0.14,42.49999999999998,53.0,0.0,True
cfg_073,0.1,0.5,0.25,0.75,0.4,0.15,42.0,53.0,8.0,True
cfg_074,0.1,0.5,0.25,0.75,0.5499999999999999,0.14,42.49999999999998,53.0,0.0,True
cfg_075,0.1,0.5,0.25,0.75,0.7,0.13,42.0,53.0,8.0,True
cfg_076,0.1,0.5,0.25,0.75,0.85,0.15,42.49999999999998,53.0,0.0,True
cfg_077,0.1,0.5,0.25,0.75,1.0,0.15,42.49999999999998,53.0,0.0,True
cfg_078,0.1,0.5,0.25,0.8333333333333333,0.1,0.14,41.66666666666667,53.0,8.0,True
cfg_079,0.1,0.5,0.25,0.8333333333333333,0.25,0.15,41.79166666666666,53.0,0.0,True
cfg_080,0.1,0.5,0.25,0.8333333333333333,0.4,0.15,41.79166666666666,53.0,0.0,True
cfg_081,0.1,0.5,0.25,0.8333333333333333,0.5499999999999999,0.19,41.79166666666666,53.0,0.0,True
cfg_082,0.1,0.5,0.25,0.8333333333333333,0.7,0.13,41.66666666666667,53.0,8.0,True
cfg_083,0.1,0.5,0.25,0.8333333333333333,0.85,0.15,41.79166666666666,53.0,0.0,True
cfg_084,0.1,0.5,0.25,0.8333333333333333,1.0,0.14,41.66666666666667,53.0,8.0,True
cfg_085,0.1,0.5,0.25,0.9166666666666666,0.1,0.15,41.08333333333332,53.0,0.0,True
cfg_086,0.1,0.5,0.25,0.9166666666666666,0.25,0.14,41.33333333333333,53.0,8.0,True
cfg_087,0.1,0.5,0.25,0.9166666666666666,0.4,0.15,41.33333333333333,53.0,8.0,True
cfg_088,0.1,0.5,0.25,0.9166666666666666,0.5499999999999999,0.16,41.08333333333332,53.0,0.0,True
cfg_089,0.1,0.5,0.25,0.9166666666666666,0.7,0.14,41.33333333333333,53.0,8.0,True
cfg_090,0.1,0.5,0.25,0.9166666666666666,0.85,0.12,41.33333333333333,53.0,8.0,True
cfg_091,0.1,0.5,0.25,0.9166666666666666,1.0,0.15,41.08333333333332,53.0,0.0,True
cfg_092,0.1,0.5,0.25,1.0,0.1,0.14,41.00000000000001,53.0,8.0,True
cfg_093,0.1,0.5,0.25,1.0,0.25,0.14,41.00000000000001,53.0,8.0,True
cfg_094,0.1,0.5,0.25,1.0,0.4,0.13,41.00000000000001,53.0,8.0,True
cfg_095,0.1,0.5,0.25,1.0,0.5499999999999999,0.15,40.374999999999986,53.0,0.0,True
cfg_096,0.1,0.5,0.25,1.0,0.7,0.12,40.374999999999986,53.0,0.0,True
cfg_097,0.1,0.5,0.25,1.0,0.85,0.12,41.00000000000001,53.0,8.0,True
cfg_098,0.1,0.5,0.25,1.0,1.0,0.15,41.00000000000001,53.0,8.0,True
cfg_099,0.1,0.5,0.4,0.5,0.1,0.16,43.0,53.0,8.0,True
cfg_100,0.1,0.5,0.4,0.5,0.25,0.12,43.0,53.0,8.0,True
cfg_101,0.1,0.5,0.4,0.5,0.4,0.15,42.24000000000002,53.0,0.0,True
cfg_102,0.1,0.5,0.4,0.5,0.5499999999999999,0.2,42.266666666666666,53.0,2.0,True
cfg_103,0.1,0.5,0.4,0.5,0.7,0.16,43.0,53.0,8.0,True
cfg_104,0.1,0.5,0.4,0.5,0.85,0.15,42.266666666666666,53.0,2.0,True
cfg_105,0.1,0.5,0.4,0.5,1.0,0.12,39.84999999999998,53.0,1.0,True
cfg_106,0.1,0.5,0.4,0.5833333333333334,0.1,0.19,41.53166666666669,53.0,0.0,True
cfg_107,0.1,0.5,0.4,0.5833333333333334,0.25,0.15,42.66666666666667,53.0,8.0,True
cfg_108,0.1,0.5,0.4,0.5833333333333334,0.4,0.17,42.66666666666667,53.0,8.0,True
cfg_109,0.1,0.5,0.4,0.5833333333333334,0.5499999999999999,0.16,42.66666666666667,53.0,8.0,True
cfg_110,0.1,0.5,0.4,0.5833333333333334,0.7,0.12,41.53166666666669,53.0,0.0,True
cfg_111,0.1,0.5,0.4,0.5833333333333334,0.85,0.23,39.43777777777776,53.0,1.0,True
cfg_112,0.1,0.5,0.4,0.5833333333333334,1.0,0.15,42.66666666666667,53.0,8.0,True
cfg_113,0.1,0.5,0.4,0.6666666666666666,0.1,0.12,42.33333333333333,53.0,8.0,True
cfg_114,0.1,0.5,0.4,0.6666666666666666,0.25,0.17,42.33333333333333,53.0,8.0,True
cfg_115,0.1,0.5,0.4,0.6666666666666666,0.4,0.17,42.33333333333333,53.0,8.0,True
cfg_116,0.1,0.5,0.4,0.6666666666666666,0.5499999999999999,0.15,42.33333333333333,53.0,8.0,True
cfg_117,0.1,0.5,0.4,0.6666666666666666,0.7,0.15,42.33333333333333,53.0,8.0,True
cfg_118,0.1,0.5,0.4,0.6666666666666666,0.85,0.14,39.48888888888889,53.0,2.0,True
cfg_119,0.1,0.5,0.4,0.6666666666666666,1.0,0.22,40.82333333333335,53.0,0.0,True
cfg_120,0.1,0.5,0.4,0.75,0.1,0.14,42.0,53.0,8.0,True
cfg_121,0.1,0.5,0.4,0.75,0.25,0.15,42.0,53.0,8.0,True
cfg_122,0.1,0.5,0.4,0.75,0.4,0.16,42.0,53.0,8.0,True
cfg_123,0.1,0.5,0.4,0.75,0.5499999999999999,0.15,42.0,53.0,8.0,True
cfg_124,0.1,0.5,0.4,0.75,0.7,0.15,42.0,53.0,8.0,True
cfg_125,0.1,0.5,0.4,0.75,0.85,0.15,42.0,53.0,8.0,True
cfg_126,0.1,0.5,0.4,0.75,1.0,0.15,42.0,53.0,8.0,True
cfg_127,0.1,0.5,0.4,0.8333333333333333,0.1,0.16,41.66666666666667,53.0,8.0,True
cfg_128,0.1,0.5,0.4,0.8333333333333333,0.25,0.12,41.66666666666667,53.0,8.0,True
cfg_129,0.1,0.5,0.4,0.8333333333333333,0.4,0.2,41.66666666666667,53.0,8.0,True
cfg_130,0.1,0.5,0.4,0.8333333333333333,0.5499999999999999,0.18,41.66666666666667,53.0,8.0,True
cfg_131,0.1,0.5,0.4,0.8333333333333333,0.7,0.16,41.66666666666667,53.0,8.0,True
cfg_132,0.1,0.5,0.4,0.8333333333333333,0.85,0.13,41.66666666666667,53.0,8.0,True
cfg_133,0.1,0.5,0.4,0.8333333333333333,1.0,0.15,41.66666666666667,53.0,8.0,True
cfg_134,0.1,0.5,0.4,0.9166666666666666,0.1,0.19,38.45555555555555,53.0,12.0,True
cfg_135,0.1,0.5,0.4,0.9166666666666666,0.25,0.15,41.33333333333333,53.0,8.0,True
cfg_136,0.1,0.5,0.4,0.9166666666666666,0.4,0.15,38.09722222222222,53.0,12.0,True
cfg_137,0.1,0.5,0.4,0.9166666666666666,0.5499999999999999,0.13,41.33333333333333,53.0,8.0,True
cfg_138,0.1,0.5,0.4,0.9166666666666666,0.7,0.2,38.698333333333345,53.0,0.0,True
cfg_139,0.1,0.5,0.4,0.9166666666666666,0.85,0.15,41.33333333333333,53.0,8.0,True
cfg_140,0.1,0.5,0.4,0.9166666666666666,1.0,0.18,38.45555555555555,53.0,12.0,True
cfg_141,0.1,0.5,0.4,1.0,0.1,0.14,41.00000000000001,53.0,8.0,True
cfg_142,0.1,0.5,0.4,1.0,0.25,0.14,41.00000000000001,53.0,8.0,True
cfg_143,0.1,0.5,0.4,1.0,0.4,0.16,38.233333333333334,53.0,12.0,True
cfg_144,0.1,0.5,0.4,1.0,0.5499999999999999,0.16,36.28333333333333,53.0,14.0,True
cfg_145,0.1,0.5,0.4,1.0,0.7,0.16,41.00000000000001,53.0,8.0,True
cfg_146,0.1,0.5,0.4,1.0,0.85,0.15,41.00000000000001,53.0,8.0,True
cfg_147,0.1,0.5,0.4,1.0,1.0,0.14,38.233333333333334,53.0,12.0,True
cfg_148,0.1,0.5,0.5499999999999999,0.5,0.1,0.15,43.0,53.0,8.0,True
cfg_149,0.1,0.5,0.5499999999999999,0.5,0.25,0.15,39.855000000000025,53.0,0.0,True
cfg_150,0.1,0.5,0.5499999999999999,0.5,0.4,0.13,43.0,53.0,8.0,True
cfg_151,0.1,0.5,0.5499999999999999,0.5,0.5499999999999999,0.15,43.0,53.0,8.0,True
cfg_152,0.1,0.5,0.5499999999999999,0.5,0.7,0.15,39.855000000000025,53.0,0.0,True
cfg_153,0.1,0.5,0.5499999999999999,0.5,0.85,0.15,39.56666666666666,53.0,12.0,True
cfg_154,0.1,0.5,0.5499999999999999,0.5,1.0,0.14,42.266666666666666,53.0,2.0,True
cfg_155,0.1,0.5,0.5499999999999999,0.5833333333333334,0.1,0.22,39.34444444444445,53.0,12.0,True
cfg_156,0.1,0.5,0.5499999999999999,0.5833333333333334,0.25,0.17,42.66666666666667,53.0,8.0,True
cfg_157,0.1,0.5,0.5499999999999999,0.5833333333333334,0.4,0.16,40.877777777777794,53.0,2.0,True
cfg_158,0.1,0.5,0.5499999999999999,0.5833333333333334,0.5499999999999999,0.15,42.66666666666667,53.0,8.0,True
cfg_159,0.1,0.5,0.5499999999999999,0.5833333333333334,0.7,0.13,42.66666666666667,53.0,8.0,True
cfg_160,0.1,0.5,0.5499999999999999,0.5833333333333334,0.85,0.16,42.66666666666667,53.0,8.0,True
cfg_161,0.1,0.5,0.5499999999999999,0.5833333333333334,1.0,0.14,42.66666666666667,53.0,8.0,True
cfg_162,0.1,0.5,0.5499999999999999,0.6666666666666666,0.1,0.15,42.33333333333333,53.0,8.0,True
cfg_163,0.1,0.5,0.5499999999999999,0.6666666666666666,0.25,0.15,42.33333333333333,53.0,8.0,True
cfg_164,0.1,0.5,0.5499999999999999,0.6666666666666666,0.4,0.12,42.33333333333333,53.0,8.0,True
cfg_165,0.1,0.5,0.5499999999999999,0.6666666666666666,0.5499999999999999,0.21,42.33333333333333,53.0,8.0,True
cfg_166,0.1,0.5,0.5499999999999999,0.6666666666666666,0.7,0.16,42.33333333333333,53.0,8.0,True
cfg_167,0.1,0.5,0.5499999999999999,0.6666666666666666,0.85,0.13,38.888888888888886,53.0,12.0,True
cfg_168,0.1,0.5,0.5499999999999999,0.6666666666666666,1.0,0.16,42.33333333333333,53.0,8.0,True
cfg_169,0.1,0.5,0.5499999999999999,0.75,0.1,0.19,38.9,53.0,12.0,True
cfg_170,0.1,0.5,0.5499999999999999,0.75,0.25,0.14,38.9,53.0,12.0,True
cfg_171,0.1,0.5,0.5499999999999999,0.75,0.4,0.15,42.0,53.0,8.0,True
cfg_172,0.1,0.5,0.5499999999999999,0.75,0.5499999999999999,0.15,42.0,53.0,8.0,True
cfg_173,0.1,0.5,0.5499999999999999,0.75,0.7,0.17,42.0,53.0,8.0,True
cfg_174,0.1,0.5,0.5499999999999999,0.75,0.85,0.15,38.9,53.0,12.0,True
cfg_175,0.1,0.5,0.5499999999999999,0.75,1.0,0.13,42.0,53.0,8.0,True
cfg_176,0.1,0.5,0.5499999999999999,0.8333333333333333,0.1,0.14,41.66666666666667,53.0,8.0,True
cfg_177,0.1,0.5,0.5499999999999999,0.8333333333333333,0.25,0.19,41.66666666666667,53.0,8.0,True
cfg_178,0.1,0.5,0.5499999999999999,0.8333333333333333,0.4,0.11,41.66666666666667,53.0,8.0,True
cfg_179,0.1,0.5,0.5499999999999999,0.8333333333333333,0.5499999999999999,0.13,41.66666666666667,53.0,8.0,True
cfg_180,0.1,0.5,0.5499999999999999,0.8333333333333333,0.7,0.13,41.66666666666667,53.0,8.0,True
cfg_181,0.1,0.5,0.5499999999999999,0.8333333333333333,0.85,0.15,41.66666666666667,53.0,8.0,True
cfg_182,0.1,0.5,0.5499999999999999,0.8333333333333333,1.0,0.15,38.67777777777778,53.0,12.0,True
cfg_183,0.1,0.5,0.5499999999999999,0.9166666666666666,0.1,0.18,41.33333333333333,53.0,8.0,True
cfg_184,0.1,0.5,0.5499999999999999,0.9166666666666666,0.25,0.16,41.33333333333333,53.0,8.0,True
cfg_185,0.1,0.5,0.5499999999999999,0.9166666666666666,0.4,0.15,38.09722222222222,53.0,12.0,True
cfg_186,0.1,0.5,0.5499999999999999,0.9166666666666666,0.5499999999999999,0.15,41.33333333333333,53.0,8.0,True
cfg_187,0.1,0.5,0.5499999999999999,0.9166666666666666,0.7,0.16,41.33333333333333,53.0,8.0,True
cfg_188,0.1,0.5,0.5499999999999999,0.9166666666666666,0.85,0.14,41.33333333333333,53.0,8.0,True
cfg_189,0.1,0.5,0.5499999999999999,0.9166666666666666,1.0,0.14,41.33333333333333,53.0,8.0,True
cfg_190,0.1,0.5,0.5499999999999999,1.0,0.1,0.21,41.00000000000001,53.0,8.0,True
cfg_191,0.1,0.5,0.5499999999999999,1.0,0.25,0.12,41.00000000000001,53.0,8.0,True
cfg_192,0.1,0.5,0.5499999999999999,1.0,0.4,0.21,41.00000000000001,53.0,8.0,True
cfg_193,0.1,0.5,0.5499999999999999,1.0,0.5499999999999999,0.17,41.00000000000001,53.0,8.0,True
cfg_194,0.1,0.5,0.5499999999999999,1.0,0.7,0.17,38.233333333333334,53.0,12.0,True
cfg_195,0.1,0.5,0.5499999999999999,1.0,0.85,0.16,41.00000000000001,53.0,8.0,True
cfg_196,0.1,0.5,0.5499999999999999,1.0,1.0,0.13,41.00000000000001,53.0,8.0,True
cfg_197,0.1,0.5,0.7,0.5,0.1,0.17,43.0,53.0,8.0,True
cfg_198,0.1,0.5,0.7,0.5,0.25,0.16,42.266666666666666,53.0,2.0,True
cfg_199,0.1,0.5,0.7,0.5,0.4,0.15,43.0,53.0,8.0,True
cfg_200,0.1,0.5,0.7,0.5,0.5499999999999999,0.15,43.0,53.0,8.0,True
cfg_201,0.1,0.5,0.7,0.5,0.7,0.15,43.0,53.0,8.0,True
cfg_202,0.1,0.5,0.7,0.5,0.85,0.14,43.0,53.0,8.0,True
cfg_203,0.1,0.5,0.7,0.5,1.0,0.13,43.0,53.0,8.0,True
cfg_204,0.1,0.5,0.7,0.5833333333333334,0.1,0.11,42.66666666666667,53.0,8.0,True
cfg_205,0.1,0.5,0.7,0.5833333333333334,0.25,0.16,39.34444444444445,53.0,12.0,True
cfg_206,0.1,0.5,0.7,0.5833333333333334,0.4,0.14,42.66666666666667,53.0,8.0,True
cfg_207,0.1,0.5,0.7,0.5833333333333334,0.5499999999999999,0.21,42.66666666666667,53.0,8.0,True
cfg_208,0.1,0.5,0.7,0.5833333333333334,0.7,0.14,42.66666666666667,53.0,8.0,True
cfg_209,0.1,0.5,0.7,0.5833333333333334,0.85,0.16,40.877777777777794,53.0,2.0,True
cfg_210,0.1,0.5,0.7,0.5833333333333334,1.0,0.15,42.66666666666667,53.0,8.0,True
cfg_211,0.1,0.5,0.7,0.6666666666666666,0.1,0.15,42.33333333333333,53.0,8.0,True
cfg_212,0.1,0.5,0.7,0.6666666666666666,0.25,0.13,42.33333333333333,53.0,8.0,True
cfg_213,0.1,0.5,0.7,0.6666666666666666,0.4,0.16,39.12222222222222,53.0,12.0,True
cfg_214,0.1,0.5,0.7,0.6666666666666666,0.5499999999999999,0.14,39.12222222222222,53.0,12.0,True
cfg_215,0.1,0.5,0.7,0.6666666666666666,0.7,0.17,42.33333333333333,53.0,8.0,True
cfg_216,0.1,0.5,0.7,0.6666666666666666,0.85,0.16,39.48888888888889,53.0,2.0,True
cfg_217,0.1,0.5,0.7,0.6666666666666666,1.0,0.13,37.01111111111112,53.0,8.0,True
cfg_218,0.1,0.5,0.7,0.75,0.1,0.14,42.0,53.0,8.0,True
cfg_219,0.1,0.5,0.7,0.75,0.25,0.16,42.0,53.0,8.0,True
cfg_220,0.1,0.5,0.7,0.75,0.4,0.14,38.9,53.0,12.0,True
cfg_221,0.1,0.5,0.7,0.75,0.5499999999999999,0.15,38.9,53.0,12.0,True
cfg_222,0.1,0.5,0.7,0.75,0.7,0.14,42.0,53.0,8.0,True
cfg_223,0.1,0.5,0.7,0.75,0.85,0.14,42.0,53.0,8.0,True
cfg_224,0.1,0.5,0.7,0.75,1.0,0.14,42.0,53.0,8.0,True
cfg_225,0.1,0.5,0.7,0.8333333333333333,0.1,0.14,38.67777777777778,53.0,12.0,True
cfg_226,0.1,0.5,0.7,0.8333333333333333,0.25,0.13,41.66666666666667,53.0,8.0,True
cfg_227,0.1,0.5,0.7,0.8333333333333333,0.4,0.14,41.66666666666667,53.0,8.0,True
cfg_228,0.1,0.5,0.7,0.8333333333333333,0.5499999999999999,0.16,38.67777777777778,53.0,12.0,True
cfg_229,0.1,0.5,0.7,0.8333333333333333,0.7,0.14,41.66666666666667,53.0,8.0,True
cfg_230,0.1,0.5,0.7,0.8333333333333333,0.85,0.16,41.66666666666667,53.0,8.0,True
cfg_231,0.1,0.5,0.7,0.8333333333333333,1.0,0.15,41.66666666666667,53.0,8.0,True
cfg_232,0.1,0.5,0.7,0.9166666666666666,0.1,0.14,38.45555555555555,53.0,12.0,True
cfg_233,0.1,0.5,0.7,0.9166666666666666,0.25,0.21,38.45555555555555,53.0,12.0,True
cfg_234,0.1,0.5,0.7,0.9166666666666666,0.4,0.18,41.33333333333333,53.0,8.0,True
cfg_235,0.1,0.5,0.7,0.9166666666666666,0.5499999999999999,0.17,38.45555555555555,53.0,12.0,True
cfg_236,0.1,0.5,0.7,0.9166666666666666,0.7,0.18,38.45555555555555,53.0,12.0,True
cfg_237,0.1,0.5,0.7,0.9166666666666666,0.85,0.14,38.45555555555555,53.0,12.0,True
cfg_238,0.1,0.5,0.7,0.9166666666666666,1.0,0.18,38.45555555555555,53.0,12.0,True
cfg_239,0.1,0.5,0.7,1.0,0.1,0.23,41.00000000000001,53.0,8.0,True
cfg_240,0.1,0.5,0.7,1.0,0.25,0.16,41.00000000000001,53.0,8.0,True
cfg_241,0.1,0.5,0.7,1.0,0.4,0.15,41.00000000000001,53.0,8.0,True
cfg_242,0.1,0.5,0.7,1.0,0.5499999999999999,0.14,38.233333333333334,53.0,12.0,True
cfg_243,0.1,0.5,0.7,1.0,0.7,0.17,37.833333333333336,53.0,12.0,True
cfg_244,0.1,0.5,0.7,1.0,0.85,0.18,41.00000000000001,53.0,8.0,True
cfg_245,0.1,0.5,0.7,1.0,1.0,0.15,41.00000000000001,53.0,8.0,True
cfg_246,0.1,0.5,0.85,0.5,0.1,0.12,43.0,53.0,8.0,True
cfg_247,0.1,0.5,0.85,0.5,0.25,0.26,43.0,53.0,8.0,True
cfg_248,0.1,0.5,0.85,0.5,0.4,0.19,39.41666666666667,53.0,12.0,True
cfg_249,0.1,0.5,0.85,0.5,0.5499999999999999,0.18,42.266666666666666,53.0,2.0,True
cfg_250,0.1,0.5,0.85,0.5,0.7,0.14,42.266666666666666,53.0,2.0,True
cfg_251,0.1,0.5,0.85,0.5,0.85,0.15,43.0,53.0,8.0,True
cfg_252,0.1,0.5,0.85,0.5,1.0,0.13,43.0,53.0,8.0,True
cfg_253,0.1,0.5,0.85,0.5833333333333334,0.1,0.15,40.877777777777794,53.0,2.0,True
cfg_254,0.1,0.5,0.85,0.5833333333333334,0.25,0.16,39.34444444444445,53.0,12.0,True
cfg_255,0.1,0.5,0.85,0.5833333333333334,0.4,0.14,42.66666666666667,53.0,8.0,True
cfg_256,0.1,0.5,0.85,0.5833333333333334,0.5499999999999999,0.23,40.877777777777794,53.0,2.0,True
cfg_257,0.1,0.5,0.85,0.5833333333333334,0.7,0.15,39.34444444444445,53.0,12.0,True
cfg_258,0.1,0.5,0.85,0.5833333333333334,0.85,0.15,40.877777777777794,53.0,2.0,True
cfg_259,0.1,0.5,0.85,0.5833333333333334,1.0,0.14,40.877777777777794,53.0,2.0,True
cfg_260,0.1,0.5,0.85,0.6666666666666666,0.1,0.15,35.666666666666664,53.0,13.0,True
cfg_261,0.1,0.5,0.85,0.6666666666666666,0.25,0.14,39.12222222222222,53.0,12.0,True
cfg_262,0.1,0.5,0.85,0.6666666666666666,0.4,0.14,42.33333333333333,53.0,8.0,True
cfg_263,0.1,0.5,0.85,0.6666666666666666,0.5499999999999999,0.16,39.12222222222222,53.0,12.0,True
cfg_264,0.1,0.5,0.85,0.6666666666666666,0.7,0.17,42.33333333333333,53.0,8.0,True
cfg_265,0.1,0.5,0.85,0.6666666666666666,0.85,0.15,42.33333333333333,53.0,8.0,True
