config_id,W_FREE_DAY,W_SLOT_EVE,W_SLOT_DAY,W_WINDSOWS,W_SLOT2,time,final_fitness,total,conflictos,validity
cfg_3068,0.25,0.5833333333333334,1.0,0.8333333333333333,0.25,0.15,38.361111111111114,53.0,12.0,True
cfg_3069,0.25,0.5833333333333334,1.0,0.8333333333333333,0.4,0.15,38.52777777777778,53.0,12.0,True
cfg_3070,0.25,0.5833333333333334,1.0,0.8333333333333333,0.5499999999999999,0.13,41.66666666666667,53.0,8.0,True
cfg_3071,0.25,0.5833333333333334,1.0,0.8333333333333333,0.7,0.15,41.66666666666667,53.0,8.0,True
cfg_3072,0.25,0.5833333333333334,1.0,0.8333333333333333,0.85,0.18,41.66666666666667,53.0,8.0,True
cfg_3073,0.25,0.5833333333333334,1.0,0.8333333333333333,1.0,0.15,41.66666666666667,53.0,8.0,True
cfg_3074,0.25,0.5833333333333334,1.0,0.9166666666666666,0.1,0.15,38.30555555555556,53.0,12.0,True
cfg_3075,0.25,0.5833333333333334,1.0,0.9166666666666666,0.25,0.12,41.33333333333333,53.0,8.0,True
cfg_3076,0.25,0.5833333333333334,1.0,0.9166666666666666,0.4,0.15,41.33333333333333,53.0,8.0,True
cfg_3077,0.25,0.5833333333333334,1.0,0.9166666666666666,0.5499999999999999,0.16,41.33333333333333,53.0,8.0,True
cfg_3078,0.25,0.5833333333333334,1.0,0.9166666666666666,0.7,0.13,41.33333333333333,53.0,8.0,True
cfg_3079,0.25,0.5833333333333334,1.0,0.9166666666666666,0.85,0.13,41.33333333333333,53.0,8.0,True
cfg_3080,0.25,0.5833333333333334,1.0,0.9166666666666666,1.0,0.15,38.09722222222222,53.0,12.0,True
cfg_3081,0.25,0.5833333333333334,1.0,1.0,0.1,0.13,38.083333333333336,53.0,12.0,True
cfg_3082,0.25,0.5833333333333334,1.0,1.0,0.25,0.16,41.00000000000001,53.0,8.0,True
cfg_3083,0.25,0.5833333333333334,1.0,1.0,0.4,0.11,41.00000000000001,53.0,8.0,True
cfg_3084,0.25,0.5833333333333334,1.0,1.0,0.5499999999999999,0.16,41.00000000000001,53.0,8.0,True
cfg_3085,0.25,0.5833333333333334,1.0,1.0,0.7,0.12,38.083333333333336,53.0,12.0,True
cfg_3086,0.25,0.5833333333333334,1.0,1.0,0.85,0.13,41.00000000000001,53.0,8.0,True
cfg_3087,0.25,0.5833333333333334,1.0,1.0,1.0,0.14,41.00000000000001,53.0,8.0,True
cfg_3088,0.25,0.6666666666666666,0.1,0.5,0.1,0.15,46.78499999999998,53.0,0.0,True
cfg_3089,0.25,0.6666666666666666,0.1,0.5,0.25,0.14,46.78499999999998,53.0,0.0,True
cfg_3090,0.25,0.6666666666666666,0.1,0.5,0.4,0.16,44.856666666666676,53.0,1.0,True
cfg_3091,0.25,0.6666666666666666,0.1,0.5,0.5499999999999999,0.15,43.94000000000001,53.0,1.0,True
cfg_3092,0.25,0.6666666666666666,0.1,0.5,0.7,0.14,43.0,53.0,8.0,True
cfg_3093,0.25,0.6666666666666666,0.1,0.5,0.85,0.14,46.78499999999998,53.0,0.0,True
cfg_3094,0.25,0.6666666666666666,0.1,0.5,1.0,0.15,46.78499999999998,53.0,0.0,True
cfg_3095,0.25,0.6666666666666666,0.1,0.5833333333333334,0.1,0.15,43.96777777777777,53.0,1.0,True
cfg_3096,0.25,0.6666666666666666,0.1,0.5833333333333334,0.25,0.15,46.07666666666664,53.0,0.0,True
cfg_3097,0.25,0.6666666666666666,0.1,0.5833333333333334,0.4,0.16,43.96777777777777,53.0,1.0,True
cfg_3098,0.25,0.6666666666666666,0.1,0.5833333333333334,0.5499999999999999,0.14,43.96777777777777,53.0,1.0,True
cfg_3099,0.25,0.6666666666666666,0.1,0.5833333333333334,0.7,0.15,46.07666666666664,53.0,0.0,True
cfg_3100,0.25,0.6666666666666666,0.1,0.5833333333333334,0.85,0.15,46.07666666666664,53.0,0.0,True
cfg_3101,0.25,0.6666666666666666,0.1,0.5833333333333334,1.0,0.16,46.07666666666664,53.0,0.0,True
cfg_3102,0.25,0.6666666666666666,0.1,0.6666666666666666,0.1,0.15,45.36833333333331,53.0,0.0,True
cfg_3103,0.25,0.6666666666666666,0.1,0.6666666666666666,0.25,0.16,43.07888888888887,53.0,1.0,True
cfg_3104,0.25,0.6666666666666666,0.1,0.6666666666666666,0.4,0.15,43.07888888888887,53.0,1.0,True
cfg_3105,0.25,0.6666666666666666,0.1,0.6666666666666666,0.5499999999999999,0.14,43.07888888888887,53.0,1.0,True
cfg_3106,0.25,0.6666666666666666,0.1,0.6666666666666666,0.7,0.15,45.36833333333331,53.0,0.0,True
cfg_3107,0.25,0.6666666666666666,0.1,0.6666666666666666,0.85,0.15,42.33333333333333,53.0,8.0,True
cfg_3108,0.25,0.6666666666666666,0.1,0.6666666666666666,1.0,0.15,45.36833333333331,53.0,0.0,True
cfg_3109,0.25,0.6666666666666666,0.1,0.75,0.1,0.14,42.18999999999997,53.0,1.0,True
cfg_3110,0.25,0.6666666666666666,0.1,0.75,0.25,0.14,42.18999999999997,53.0,1.0,True
cfg_3111,0.25,0.6666666666666666,0.1,0.75,0.4,0.16,42.18999999999997,53.0,1.0,True
cfg_3112,0.25,0.6666666666666666,0.1,0.75,0.5499999999999999,0.16,42.0,53.0,8.0,True
cfg_3113,0.25,0.6666666666666666,0.1,0.75,0.7,0.15,42.18999999999997,53.0,1.0,True
cfg_3114,0.25,0.6666666666666666,0.1,0.75,0.85,0.14,42.0,53.0,8.0,True
cfg_3115,0.25,0.6666666666666666,0.1,0.75,1.0,0.21,44.65999999999997,53.0,0.0,True
cfg_3116,0.25,0.6666666666666666,0.1,0.8333333333333333,0.1,0.15,43.95166666666665,53.0,0.0,True
cfg_3117,0.25,0.6666666666666666,0.1,0.8333333333333333,0.25,0.15,43.95166666666665,53.0,0.0,True
cfg_3118,0.25,0.6666666666666666,0.1,0.8333333333333333,0.4,0.13,43.95166666666665,53.0,0.0,True
cfg_3119,0.25,0.6666666666666666,0.1,0.8333333333333333,0.5499999999999999,0.15,43.95166666666665,53.0,0.0,True
cfg_3120,0.25,0.6666666666666666,0.1,0.8333333333333333,0.7,0.16,41.66666666666667,53.0,8.0,True
cfg_3121,0.25,0.6666666666666666,0.1,0.8333333333333333,0.85,0.15,43.95166666666665,53.0,0.0,True
cfg_3122,0.25,0.6666666666666666,0.1,0.8333333333333333,1.0,0.14,41.66666666666667,53.0,8.0,True
cfg_3123,0.25,0.6666666666666666,0.1,0.9166666666666666,0.1,0.15,43.24333333333331,53.0,0.0,True
cfg_3124,0.25,0.6666666666666666,0.1,0.9166666666666666,0.25,0.12,41.33333333333333,53.0,8.0,True
cfg_3125,0.25,0.6666666666666666,0.1,0.9166666666666666,0.4,0.15,43.24333333333331,53.0,0.0,True
cfg_3126,0.25,0.6666666666666666,0.1,0.9166666666666666,0.5499999999999999,0.13,43.24333333333331,53.0,0.0,True
cfg_3127,0.25,0.6666666666666666,0.1,0.9166666666666666,0.7,0.15,43.24333333333331,53.0,0.0,True
cfg_3128,0.25,0.6666666666666666,0.1,0.9166666666666666,0.85,0.19,40.41222222222221,53.0,1.0,True
cfg_3129,0.25,0.6666666666666666,0.1,0.9166666666666666,1.0,0.16,43.24333333333331,53.0,0.0,True
cfg_3130,0.25,0.6666666666666666,0.1,1.0,0.1,0.14,42.53499999999998,53.0,0.0,True
cfg_3131,0.25,0.6666666666666666,0.1,1.0,0.25,0.14,42.53499999999998,53.0,0.0,True
cfg_3132,0.25,0.6666666666666666,0.1,1.0,0.4,0.15,42.53499999999998,53.0,0.0,True
cfg_3133,0.25,0.6666666666666666,0.1,1.0,0.5499999999999999,0.13,42.53499999999998,53.0,0.0,True
cfg_3134,0.25,0.6666666666666666,0.1,1.0,0.7,0.16,42.53499999999998,53.0,0.0,True
cfg_3135,0.25,0.6666666666666666,0.1,1.0,0.85,0.13,42.53499999999998,53.0,0.0,True
cfg_3136,0.25,0.6666666666666666,0.1,1.0,1.0,0.13,42.53499999999998,53.0,0.0,True
cfg_3137,0.25,0.6666666666666666,0.25,0.5,0.1,0.17,43.0,53.0,8.0,True
cfg_3138,0.25,0.6666666666666666,0.25,0.5,0.25,0.15,41.66666666666667,53.0,2.0,True
cfg_3139,0.25,0.6666666666666666,0.25,0.5,0.4,0.14,44.39999999999997,53.0,0.0,True
cfg_3140,0.25,0.6666666666666666,0.25,0.5,0.5499999999999999,0.15,44.39999999999997,53.0,0.0,True
cfg_3141,0.25,0.6666666666666666,0.25,0.5,0.7,0.16,44.39999999999997,53.0,0.0,True
cfg_3142,0.25,0.6666666666666666,0.25,0.5,0.85,0.14,41.66666666666667,53.0,2.0,True
cfg_3143,0.25,0.6666666666666666,0.25,0.5,1.0,0.14,44.39999999999997,53.0,0.0,True
cfg_3144,0.25,0.6666666666666666,0.25,0.5833333333333334,0.1,0.13,43.69166666666665,53.0,0.0,True
cfg_3145,0.25,0.6666666666666666,0.25,0.5833333333333334,0.25,0.15,43.69166666666665,53.0,0.0,True
cfg_3146,0.25,0.6666666666666666,0.25,0.5833333333333334,0.4,0.17,43.69166666666665,53.0,0.0,True
cfg_3147,0.25,0.6666666666666666,0.25,0.5833333333333334,0.5499999999999999,0.15,42.66666666666667,53.0,8.0,True
cfg_3148,0.25,0.6666666666666666,0.25,0.5833333333333334,0.7,0.15,40.51666666666665,53.0,1.0,True
cfg_3149,0.25,0.6666666666666666,0.25,0.5833333333333334,0.85,0.14,43.69166666666665,53.0,0.0,True
cfg_3150,0.25,0.6666666666666666,0.25,0.5833333333333334,1.0,0.15,42.66666666666667,53.0,8.0,True
cfg_3151,0.25,0.6666666666666666,0.25,0.6666666666666666,0.1,0.15,42.98333333333332,53.0,0.0,True
cfg_3152,0.25,0.6666666666666666,0.25,0.6666666666666666,0.25,0.17,42.98333333333332,53.0,0.0,True
cfg_3153,0.25,0.6666666666666666,0.25,0.6666666666666666,0.4,0.14,42.98333333333332,53.0,0.0,True
cfg_3154,0.25,0.6666666666666666,0.25,0.6666666666666666,0.5499999999999999,0.16,42.98333333333332,53.0,0.0,True
cfg_3155,0.25,0.6666666666666666,0.25,0.6666666666666666,0.7,0.14,42.33333333333333,53.0,8.0,True
cfg_3156,0.25,0.6666666666666666,0.25,0.6666666666666666,0.85,0.15,42.33333333333333,53.0,8.0,True
cfg_3157,0.25,0.6666666666666666,0.25,0.6666666666666666,1.0,0.14,42.98333333333332,53.0,0.0,True
cfg_3158,0.25,0.6666666666666666,0.25,0.75,0.1,0.14,42.274999999999984,53.0,0.0,True
cfg_3159,0.25,0.6666666666666666,0.25,0.75,0.25,0.17,38.75,53.0,12.0,True
cfg_3160,0.25,0.6666666666666666,0.25,0.75,0.4,0.14,42.274999999999984,53.0,0.0,True
cfg_3161,0.25,0.6666666666666666,0.25,0.75,0.5499999999999999,0.15,42.0,53.0,8.0,True
cfg_3162,0.25,0.6666666666666666,0.25,0.75,0.7,0.13,42.0,53.0,8.0,True
cfg_3163,0.25,0.6666666666666666,0.25,0.75,0.85,0.15,42.274999999999984,53.0,0.0,True
cfg_3164,0.25,0.6666666666666666,0.25,0.75,1.0,0.15,38.75,53.0,12.0,True
cfg_3165,0.25,0.6666666666666666,0.25,0.8333333333333333,0.1,0.16,41.66666666666667,53.0,8.0,True
cfg_3166,0.25,0.6666666666666666,0.25,0.8333333333333333,0.25,0.18,41.66666666666667,53.0,8.0,True
cfg_3167,0.25,0.6666666666666666,0.25,0.8333333333333333,0.4,0.14,41.66666666666667,53.0,8.0,True
cfg_3168,0.25,0.6666666666666666,0.25,0.8333333333333333,0.5499999999999999,0.15,41.56666666666666,53.0,0.0,True
cfg_3169,0.25,0.6666666666666666,0.25,0.8333333333333333,0.7,0.15,41.66666666666667,53.0,8.0,True
cfg_3170,0.25,0.6666666666666666,0.25,0.8333333333333333,0.85,0.14,41.66666666666667,53.0,8.0,True
cfg_3171,0.25,0.6666666666666666,0.25,0.8333333333333333,1.0,0.13,41.66666666666667,53.0,8.0,True
cfg_3172,0.25,0.6666666666666666,0.25,0.9166666666666666,0.1,0.16,40.85833333333333,53.0,0.0,True
cfg_3173,0.25,0.6666666666666666,0.25,0.9166666666666666,0.25,0.15,41.33333333333333,53.0,8.0,True
cfg_3174,0.25,0.6666666666666666,0.25,0.9166666666666666,0.4,0.16,41.33333333333333,53.0,8.0,True
cfg_3175,0.25,0.6666666666666666,0.25,0.9166666666666666,0.5499999999999999,0.17,41.33333333333333,53.0,8.0,True
cfg_3176,0.25,0.6666666666666666,0.25,0.9166666666666666,0.7,0.15,41.33333333333333,53.0,8.0,True
cfg_3177,0.25,0.6666666666666666,0.25,0.9166666666666666,0.85,0.15,41.33333333333333,53.0,8.0,True
cfg_3178,0.25,0.6666666666666666,0.25,0.9166666666666666,1.0,0.15,40.85833333333333,53.0,0.0,True
cfg_3179,0.25,0.6666666666666666,0.25,1.0,0.1,0.14,41.00000000000001,53.0,8.0,True
cfg_3180,0.25,0.6666666666666666,0.25,1.0,0.25,0.15,41.00000000000001,53.0,8.0,True
cfg_3181,0.25,0.6666666666666666,0.25,1.0,0.4,0.12,41.00000000000001,53.0,8.0,True
cfg_3182,0.25,0.6666666666666666,0.25,1.0,0.5499999999999999,0.14,41.00000000000001,53.0,8.0,True
cfg_3183,0.25,0.6666666666666666,0.25,1.0,0.7,0.13,41.00000000000001,53.0,8.0,True
cfg_3184,0.25,0.6666666666666666,0.25,1.0,0.85,0.13,41.00000000000001,53.0,8.0,True
cfg_3185,0.25,0.6666666666666666,0.25,1.0,1.0,0.15,41.00000000000001,53.0,8.0,True
cfg_3186,0.25,0.6666666666666666,0.4,0.5,0.1,0.13,43.0,53.0,8.0,True
cfg_3187,0.25,0.6666666666666666,0.4,0.5,0.25,0.15,43.0,53.0,8.0,True
cfg_3188,0.25,0.6666666666666666,0.4,0.5,0.4,0.15,43.0,53.0,8.0,True
cfg_3189,0.25,0.6666666666666666,0.4,0.5,0.5499999999999999,0.15,43.0,53.0,8.0,True
cfg_3190,0.25,0.6666666666666666,0.4,0.5,0.7,0.18,42.01500000000002,53.0,0.0,True
cfg_3191,0.25,0.6666666666666666,0.4,0.5,0.85,0.13,42.01500000000002,53.0,0.0,True
cfg_3192,0.25,0.6666666666666666,0.4,0.5,1.0,0.15,43.0,53.0,8.0,True
cfg_3193,0.25,0.6666666666666666,0.4,0.5833333333333334,0.1,0.14,42.66666666666667,53.0,8.0,True
cfg_3194,0.25,0.6666666666666666,0.4,0.5833333333333334,0.25,0.15,42.66666666666667,53.0,8.0,True
cfg_3195,0.25,0.6666666666666666,0.4,0.5833333333333334,0.4,0.15,40.27777777777779,53.0,2.0,True
cfg_3196,0.25,0.6666666666666666,0.4,0.5833333333333334,0.5499999999999999,0.13,42.66666666666667,53.0,8.0,True
cfg_3197,0.25,0.6666666666666666,0.4,0.5833333333333334,0.7,0.15,42.66666666666667,53.0,8.0,True
cfg_3198,0.25,0.6666666666666666,0.4,0.5833333333333334,0.85,0.14,42.66666666666667,53.0,8.0,True
cfg_3199,0.25,0.6666666666666666,0.4,0.5833333333333334,1.0,0.13,41.30666666666668,53.0,0.0,True
cfg_3200,0.25,0.6666666666666666,0.4,0.6666666666666666,0.1,0.17,42.33333333333333,53.0,8.0,True
cfg_3201,0.25,0.6666666666666666,0.4,0.6666666666666666,0.25,0.15,42.33333333333333,53.0,8.0,True
cfg_3202,0.25,0.6666666666666666,0.4,0.6666666666666666,0.4,0.13,42.33333333333333,53.0,8.0,True
cfg_3203,0.25,0.6666666666666666,0.4,0.6666666666666666,0.5499999999999999,0.15,42.33333333333333,53.0,8.0,True
cfg_3204,0.25,0.6666666666666666,0.4,0.6666666666666666,0.7,0.15,40.59833333333335,53.0,0.0,True
cfg_3205,0.25,0.6666666666666666,0.4,0.6666666666666666,0.85,0.14,42.33333333333333,53.0,8.0,True
cfg_3206,0.25,0.6666666666666666,0.4,0.6666666666666666,1.0,0.16,42.33333333333333,53.0,8.0,True
cfg_3207,0.25,0.6666666666666666,0.4,0.75,0.1,0.15,42.0,53.0,8.0,True
cfg_3208,0.25,0.6666666666666666,0.4,0.75,0.25,0.15,42.0,53.0,8.0,True
cfg_3209,0.25,0.6666666666666666,0.4,0.75,0.4,0.13,42.0,53.0,8.0,True
cfg_3210,0.25,0.6666666666666666,0.4,0.75,0.5499999999999999,0.13,42.0,53.0,8.0,True
cfg_3211,0.25,0.6666666666666666,0.4,0.75,0.7,0.16,39.89000000000001,53.0,0.0,True
cfg_3212,0.25,0.6666666666666666,0.4,0.75,0.85,0.13,42.0,53.0,8.0,True
cfg_3213,0.25,0.6666666666666666,0.4,0.75,1.0,0.14,42.0,53.0,8.0,True
cfg_3214,0.25,0.6666666666666666,0.4,0.8333333333333333,0.1,0.15,41.66666666666667,53.0,8.0,True
cfg_3215,0.25,0.6666666666666666,0.4,0.8333333333333333,0.25,0.15,41.66666666666667,53.0,8.0,True
cfg_3216,0.25,0.6666666666666666,0.4,0.8333333333333333,0.4,0.18,41.66666666666667,53.0,8.0,True
cfg_3217,0.25,0.6666666666666666,0.4,0.8333333333333333,0.5499999999999999,0.16,41.66666666666667,53.0,8.0,True
cfg_3218,0.25,0.6666666666666666,0.4,0.8333333333333333,0.7,0.12,41.66666666666667,53.0,8.0,True
cfg_3219,0.25,0.6666666666666666,0.4,0.8333333333333333,0.85,0.16,41.66666666666667,53.0,8.0,True
cfg_3220,0.25,0.6666666666666666,0.4,0.8333333333333333,1.0,0.16,41.66666666666667,53.0,8.0,True
cfg_3221,0.25,0.6666666666666666,0.4,0.9166666666666666,0.1,0.15,38.47333333333334,53.0,0.0,True
cfg_3222,0.25,0.6666666666666666,0.4,0.9166666666666666,0.25,0.13,41.33333333333333,53.0,8.0,True
cfg_3223,0.25,0.6666666666666666,0.4,0.9166666666666666,0.4,0.15,38.30555555555556,53.0,12.0,True
cfg_3224,0.25,0.6666666666666666,0.4,0.9166666666666666,0.5499999999999999,0.14,38.47333333333334,53.0,0.0,True
cfg_3225,0.25,0.6666666666666666,0.4,0.9166666666666666,0.7,0.14,41.33333333333333,53.0,8.0,True
cfg_3226,0.25,0.6666666666666666,0.4,0.9166666666666666,0.85,0.14,41.33333333333333,53.0,8.0,True
cfg_3227,0.25,0.6666666666666666,0.4,0.9166666666666666,1.0,0.13,41.33333333333333,53.0,8.0,True
cfg_3228,0.25,0.6666666666666666,0.4,1.0,0.1,0.15,37.833333333333336,53.0,12.0,True
cfg_3229,0.25,0.6666666666666666,0.4,1.0,0.25,0.14,41.00000000000001,53.0,8.0,True
cfg_3230,0.25,0.6666666666666666,0.4,1.0,0.4,0.13,41.00000000000001,53.0,8.0,True
cfg_3231,0.25,0.6666666666666666,0.4,1.0,0.5499999999999999,0.23,41.00000000000001,53.0,8.0,True
cfg_3232,0.25,0.6666666666666666,0.4,1.0,0.7,0.16,38.083333333333336,53.0,12.0,True
cfg_3233,0.25,0.6666666666666666,0.4,1.0,0.85,0.15,41.00000000000001,53.0,8.0,True
cfg_3234,0.25,0.6666666666666666,0.4,1.0,1.0,0.14,41.00000000000001,53.0,8.0,True
cfg_3235,0.25,0.6666666666666666,0.5499999999999999,0.5,0.1,0.14,43.0,53.0,8.0,True
cfg_3236,0.25,0.6666666666666666,0.5499999999999999,0.5,0.25,0.15,43.0,53.0,8.0,True
cfg_3237,0.25,0.6666666666666666,0.5499999999999999,0.5,0.4,0.14,43.0,53.0,8.0,True
cfg_3238,0.25,0.6666666666666666,0.5499999999999999,0.5,0.5499999999999999,0.15,41.66666666666667,53.0,2.0,True
cfg_3239,0.25,0.6666666666666666,0.5499999999999999,0.5,0.7,0.15,43.0,53.0,8.0,True
cfg_3240,0.25,0.6666666666666666,0.5499999999999999,0.5,0.85,0.14,43.0,53.0,8.0,True
cfg_3241,0.25,0.6666666666666666,0.5499999999999999,0.5,1.0,0.13,43.0,53.0,8.0,True
cfg_3242,0.25,0.6666666666666666,0.5499999999999999,0.5833333333333334,0.1,0.15,42.66666666666667,53.0,8.0,True
cfg_3243,0.25,0.6666666666666666,0.5499999999999999,0.5833333333333334,0.25,0.16,42.66666666666667,53.0,8.0,True
cfg_3244,0.25,0.6666666666666666,0.5499999999999999,0.5833333333333334,0.4,0.13,42.66666666666667,53.0,8.0,True
cfg_3245,0.25,0.6666666666666666,0.5499999999999999,0.5833333333333334,0.5499999999999999,0.18,40.27777777777779,53.0,2.0,True
cfg_3246,0.25,0.6666666666666666,0.5499999999999999,0.5833333333333334,0.7,0.17,39.19444444444444,53.0,12.0,True
cfg_3247,0.25,0.6666666666666666,0.5499999999999999,0.5833333333333334,0.85,0.13,42.66666666666667,53.0,8.0,True
cfg_3248,0.25,0.6666666666666666,0.5499999999999999,0.5833333333333334,1.0,0.15,38.92166666666669,53.0,0.0,True
cfg_3249,0.25,0.6666666666666666,0.5499999999999999,0.6666666666666666,0.1,0.14,38.97222222222222,53.0,12.0,True
cfg_3250,0.25,0.6666666666666666,0.5499999999999999,0.6666666666666666,0.25,0.15,38.888888888888886,53.0,12.0,True
cfg_3251,0.25,0.6666666666666666,0.5499999999999999,0.6666666666666666,0.4,0.17,38.888888888888886,53.0,12.0,True
cfg_3252,0.25,0.6666666666666666,0.5499999999999999,0.6666666666666666,0.5499999999999999,0.15,38.888888888888886,53.0,12.0,True
cfg_3253,0.25,0.6666666666666666,0.5499999999999999,0.6666666666666666,0.7,0.16,42.33333333333333,53.0,8.0,True
cfg_3254,0.25,0.6666666666666666,0.5499999999999999,0.6666666666666666,0.85,0.18,42.33333333333333,53.0,8.0,True
cfg_3255,0.25,0.6666666666666666,0.5499999999999999,0.6666666666666666,1.0,0.13,42.33333333333333,53.0,8.0,True
cfg_3256,0.25,0.6666666666666666,0.5499999999999999,0.75,0.1,0.15,42.0,53.0,8.0,True
cfg_3257,0.25,0.6666666666666666,0.5499999999999999,0.75,0.25,0.13,42.0,53.0,8.0,True
cfg_3258,0.25,0.6666666666666666,0.5499999999999999,0.75,0.4,0.17,38.75,53.0,12.0,True
cfg_3259,0.25,0.6666666666666666,0.5499999999999999,0.75,0.5499999999999999,0.14,37.50500000000003,53.0,0.0,True
cfg_3260,0.25,0.6666666666666666,0.5499999999999999,0.75,0.7,0.15,38.75,53.0,12.0,True
cfg_3261,0.25,0.6666666666666666,0.5499999999999999,0.75,0.85,0.13,42.0,53.0,8.0,True
cfg_3262,0.25,0.6666666666666666,0.5499999999999999,0.75,1.0,0.15,38.75,53.0,12.0,True
cfg_3263,0.25,0.6666666666666666,0.5499999999999999,0.8333333333333333,0.1,0.15,41.66666666666667,53.0,8.0,True
cfg_3264,0.25,0.6666666666666666,0.5499999999999999,0.8333333333333333,0.25,0.16,38.52777777777778,53.0,12.0,True
cfg_3265,0.25,0.6666666666666666,0.5499999999999999,0.8333333333333333,0.4,0.14,38.361111111111114,53.0,12.0,True
cfg_3266,0.25,0.6666666666666666,0.5499999999999999,0.8333333333333333,0.5499999999999999,0.14,41.66666666666667,53.0,8.0,True
cfg_3267,0.25,0.6666666666666666,0.5499999999999999,0.8333333333333333,0.7,0.15,41.66666666666667,53.0,8.0,True
cfg_3268,0.25,0.6666666666666666,0.5499999999999999,0.8333333333333333,0.85,0.15,41.66666666666667,53.0,8.0,True
cfg_3269,0.25,0.6666666666666666,0.5499999999999999,0.8333333333333333,1.0,0.15,41.66666666666667,53.0,8.0,True
cfg_3270,0.25,0.6666666666666666,0.5499999999999999,0.9166666666666666,0.1,0.14,38.30555555555556,53.0,12.0,True
cfg_3271,0.25,0.6666666666666666,0.5499999999999999,0.9166666666666666,0.25,0.15,41.33333333333333,53.0,8.0,True
cfg_3272,0.25,0.6666666666666666,0.5499999999999999,0.9166666666666666,0.4,0.18,41.33333333333333,53.0,8.0,True
cfg_3273,0.25,0.6666666666666666,0.5499999999999999,0.9166666666666666,0.5499999999999999,0.14,41.33333333333333,53.0,8.0,True
cfg_3274,0.25,0.6666666666666666,0.5499999999999999,0.9166666666666666,0.7,0.12,41.33333333333333,53.0,8.0,True
cfg_3275,0.25,0.6666666666666666,0.5499999999999999,0.9166666666666666,0.85,0.14,41.33333333333333,53.0,8.0,True
cfg_3276,0.25,0.6666666666666666,0.5499999999999999,0.9166666666666666,1.0,0.15,41.33333333333333,53.0,8.0,True
cfg_3277,0.25,0.6666666666666666,0.5499999999999999,1.0,0.1,0.14,41.00000000000001,53.0,8.0,True
cfg_3278,0.25,0.6666666666666666,0.5499999999999999,1.0,0.25,0.14,41.00000000000001,53.0,8.0,True
cfg_3279,0.25,0.6666666666666666,0.5499999999999999,1.0,0.4,0.13,41.00000000000001,53.0,8.0,True
cfg_3280,0.25,0.6666666666666666,0.5499999999999999,1.0,0.5499999999999999,0.15,41.00000000000001,53.0,8.0,True
cfg_3281,0.25,0.6666666666666666,0.5499999999999999,1.0,0.7,0.14,41.00000000000001,53.0,8.0,True
cfg_3282,0.25,0.6666666666666666,0.5499999999999999,1.0,0.85,0.16,41.00000000000001,53.0,8.0,True
cfg_3283,0.25,0.6666666666666666,0.5499999999999999,1.0,1.0,0.12,41.00000000000001,53.0,8.0,True
cfg_3284,0.25,0.6666666666666666,0.7,0.5,0.1,0.15,41.66666666666667,53.0,2.0,True
cfg_3285,0.25,0.6666666666666666,0.7,0.5,0.25,0.14,43.0,53.0,8.0,True
cfg_3286,0.25,0.6666666666666666,0.7,0.5,0.4,0.15,39.41666666666667,53.0,12.0,True
cfg_3287,0.25,0.6666666666666666,0.7,0.5,0.5499999999999999,0.17,41.66666666666667,53.0,2.0,True
cfg_3288,0.25,0.6666666666666666,0.7,0.5,0.7,0.19,37.24499999999998,53.0,0.0,True
cfg_3289,0.25,0.6666666666666666,0.7,0.5,0.85,0.13,43.0,53.0,8.0,True
cfg_3290,0.25,0.6666666666666666,0.7,0.5,1.0,0.16,43.0,53.0,8.0,True
cfg_3291,0.25,0.6666666666666666,0.7,0.5833333333333334,0.1,0.15,39.19444444444444,53.0,12.0,True
cfg_3292,0.25,0.6666666666666666,0.7,0.5833333333333334,0.25,0.14,42.66666666666667,53.0,8.0,True
cfg_3293,0.25,0.6666666666666666,0.7,0.5833333333333334,0.4,0.15,42.66666666666667,53.0,8.0,True
cfg_3294,0.25,0.6666666666666666,0.7,0.5833333333333334,0.5499999999999999,0.15,40.27777777777779,53.0,2.0,True
cfg_3295,0.25,0.6666666666666666,0.7,0.5833333333333334,0.7,0.14,39.19444444444444,53.0,12.0,True
cfg_3296,0.25,0.6666666666666666,0.7,0.5833333333333334,0.85,0.15,42.66666666666667,53.0,8.0,True
cfg_3297,0.25,0.6666666666666666,0.7,0.5833333333333334,1.0,0.15,39.19444444444444,53.0,12.0,True
cfg_3298,0.25,0.6666666666666666,0.7,0.6666666666666666,0.1,0.15,42.33333333333333,53.0,8.0,True
cfg_3299,0.25,0.6666666666666666,0.7,0.6666666666666666,0.25,0.13,38.888888888888886,53.0,2.0,True
cfg_3300,0.25,0.6666666666666666,0.7,0.6666666666666666,0.4,0.15,38.97222222222222,53.0,12.0,True
cfg_3301,0.25,0.6666666666666666,0.7,0.6666666666666666,0.5499999999999999,0.14,42.33333333333333,53.0,8.0,True
cfg_3302,0.25,0.6666666666666666,0.7,0.6666666666666666,0.7,0.15,42.33333333333333,53.0,8.0,True
cfg_3303,0.25,0.6666666666666666,0.7,0.6666666666666666,0.85,0.13,38.97222222222222,53.0,12.0,True
cfg_3304,0.25,0.6666666666666666,0.7,0.6666666666666666,1.0,0.17,42.33333333333333,53.0,8.0,True
cfg_3305,0.25,0.6666666666666666,0.7,0.75,0.1,0.14,42.0,53.0,8.0,True
cfg_3306,0.25,0.6666666666666666,0.7,0.75,0.25,0.14,42.0,53.0,8.0,True
cfg_3307,0.25,0.6666666666666666,0.7,0.75,0.4,0.15,42.0,53.0,8.0,True
