config_id,W_FREE_DAY,W_SLOT,W_WINDSOWS,W_SLOT2,time,final_fitness,total,conflictos,validity
cfg_1112,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.17,50.12222222222224,53.0,0.0,True
cfg_1113,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.17,50.12222222222224,53.0,0.0,True
cfg_1114,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.15,48.97037037037039,53.0,1.0,True
cfg_1115,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.16,50.12222222222224,53.0,0.0,True
cfg_1116,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.18,50.12222222222224,53.0,0.0,True
cfg_1117,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.12,50.12222222222224,53.0,0.0,True
cfg_1118,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,0.17,50.12222222222224,53.0,0.0,True
cfg_1119,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.18,48.94444444444442,53.0,1.0,True
cfg_1120,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,0.16,48.60740740740739,53.0,0.0,True
cfg_1122,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.15,49.1777777777778,53.0,0.0,True
cfg_1123,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.15,46.73703703703701,53.0,0.0,True
cfg_1124,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.14,47.785185185185185,53.0,1.0,True
cfg_1125,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.16,49.1777777777778,53.0,0.0,True
cfg_1126,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.14,49.1777777777778,53.0,0.0,True
cfg_1127,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.15,47.37777777777778,53.0,1.0,True
cfg_1128,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.7777777777777777,0.17,47.785185185185185,53.0,1.0,True
cfg_1129,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.8888888888888888,0.16,49.1777777777778,53.0,0.0,True
cfg_1130,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.0,0.13,46.33333333333334,53.0,1.0,True
cfg_1132,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.17,48.23333333333334,53.0,0.0,True
cfg_1133,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.15,48.23333333333334,53.0,0.0,True
cfg_1134,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.15,48.23333333333334,53.0,0.0,True
cfg_1135,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.15,48.23333333333334,53.0,0.0,True
cfg_1136,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.14,48.23333333333334,53.0,0.0,True
cfg_1137,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.16,48.23333333333334,53.0,0.0,True
cfg_1138,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.7777777777777777,0.21,48.23333333333334,53.0,0.0,True
cfg_1139,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.8888888888888888,0.15,48.23333333333334,53.0,0.0,True
